scenario_id,run_id,cluster_type,configuration,failure_detected_at,diagnosis_available_at,mttd_seconds,top1_correct,top3_correct,evidence_precision,evidence_recall,hallucination_rate,recommendation_score,bundle_size_bytes,cpu_overhead,memory_overhead,storage_overhead,namespace_deleted,evidence_survived,notes,concurrency_label,llm_model_version,llm_provider,llm_temperature,operator_image_digest,frozen_commit_sha,called_at_utc,top1_aligned,diag_component
F1,F1-r1-C4-llm-freeform,aks,C4,2026-05-23T05:31:56Z,,,0,0,,0.6667,1.0000,,2558,,,2558,true,true,engine=llm mode=freeform model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: component+category ok but no valid evidence reference; diagnosis cites no evidence: treated as fully unsupported; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:31:56Z,1,database migration
F1,F1-r1-C5-rule-grounded,aks,C5,2026-05-23T05:31:56Z,,,1,1,,0.6667,0.0000,,2558,,,2558,true,true,engine=rule mode=grounded; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,,,,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:31:56Z,1,migration-job
F1,F1-r1-C5-llm-grounded,aks,C5,2026-05-23T05:31:56Z,,,1,1,,0.6667,0.0000,,2558,,,2558,true,true,engine=llm mode=grounded model=gpt-4o-mini; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:31:56Z,1,database migration
F1,F1-r1-C5-llm-freeform,aks,C5,2026-05-23T05:31:56Z,,,0,0,,0.6667,1.0000,,2558,,,2558,true,true,engine=llm mode=freeform model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: component+category ok but no valid evidence reference; diagnosis cites no evidence: treated as fully unsupported; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:31:56Z,1,database migration
F1,F1-r2-C1-rule-grounded,aks,C1,2026-05-23T05:33:59Z,,,1,1,,0.6667,0.0000,,2509,,,2509,true,true,engine=rule mode=grounded; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,,,,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,migration-job
F1,F1-r2-C1-llm-grounded,aks,C1,2026-05-23T05:33:59Z,,,0,0,,0.6667,0.0000,,2509,,,2509,true,true,"engine=llm mode=grounded model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: category ok, component ""database"" != ""migration-job""; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp)",isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,database
F1,F1-r2-C1-llm-freeform,aks,C1,2026-05-23T05:33:59Z,,,0,0,,0.6667,1.0000,,2509,,,2509,true,true,"engine=llm mode=freeform model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: category ok, component ""database"" != ""migration-job""; diagnosis cites no evidence: treated as fully unsupported; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp)",isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,database
F1,F1-r2-C2-rule-grounded,aks,C2,2026-05-23T05:33:59Z,,,1,1,,0.6667,0.0000,,2509,,,2509,true,true,engine=rule mode=grounded; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,,,,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,migration-job
F1,F1-r2-C2-llm-grounded,aks,C2,2026-05-23T05:33:59Z,,,0,0,,0.6667,0.0000,,2509,,,2509,true,true,"engine=llm mode=grounded model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: category ok, component ""database"" != ""migration-job""; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp)",isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,database
F1,F1-r2-C2-llm-freeform,aks,C2,2026-05-23T05:33:59Z,,,0,0,,0.6667,1.0000,,2509,,,2509,true,true,engine=llm mode=freeform model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: component+category ok but no valid evidence reference; diagnosis cites no evidence: treated as fully unsupported; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,0,database migration scripts
F1,F1-r2-C3-rule-grounded,aks,C3,2026-05-23T05:33:59Z,,,1,1,,0.6667,0.0000,,2509,,,2509,true,true,engine=rule mode=grounded; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,,,,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,migration-job
F1,F1-r2-C3-llm-grounded,aks,C3,2026-05-23T05:33:59Z,,,0,0,,0.6667,0.0000,,2509,,,2509,true,true,"engine=llm mode=grounded model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: category ok, component ""database"" != ""migration-job""; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp)",isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,database
F1,F1-r2-C3-llm-freeform,aks,C3,2026-05-23T05:33:59Z,,,0,0,,0.6667,1.0000,,2509,,,2509,true,true,"engine=llm mode=freeform model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: category ok, component ""database"" != ""migration-job""; diagnosis cites no evidence: treated as fully unsupported; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp)",isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,database
F1,F1-r2-C4-rule-grounded,aks,C4,2026-05-23T05:33:59Z,,,1,1,,0.6667,0.0000,,2509,,,2509,true,true,engine=rule mode=grounded; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,,,,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,migration-job
F1,F1-r2-C4-llm-grounded,aks,C4,2026-05-23T05:33:59Z,,,1,1,,0.6667,0.0000,,2509,,,2509,true,true,engine=llm mode=grounded model=gpt-4o-mini; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,database migration
F1,F1-r2-C4-llm-freeform,aks,C4,2026-05-23T05:33:59Z,,,0,0,,0.6667,1.0000,,2509,,,2509,true,true,engine=llm mode=freeform model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: component+category ok but no valid evidence reference; diagnosis cites no evidence: treated as fully unsupported; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,database migration
F1,F1-r2-C5-rule-grounded,aks,C5,2026-05-23T05:33:59Z,,,1,1,,0.6667,0.0000,,2509,,,2509,true,true,engine=rule mode=grounded; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,,,,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,migration-job
F1,F1-r2-C5-llm-grounded,aks,C5,2026-05-23T05:33:59Z,,,1,1,,0.6667,0.0000,,2509,,,2509,true,true,engine=llm mode=grounded model=gpt-4o-mini; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,database migration
F1,F1-r2-C5-llm-freeform,aks,C5,2026-05-23T05:33:59Z,,,0,0,,0.6667,1.0000,,2509,,,2509,true,true,engine=llm mode=freeform model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: component+category ok but no valid evidence reference; diagnosis cites no evidence: treated as fully unsupported; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-23T05:33:59Z,1,database migration
F1,F1-r3-C1-rule-grounded,aks,C1,2026-05-22T18:45:30Z,,,1,1,,0.6667,0.0000,,2558,,,2558,true,true,engine=rule mode=grounded; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,,,,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,1,migration-job
F1,F1-r3-C1-llm-grounded,aks,C1,2026-05-22T18:45:30Z,,,0,0,,0.6667,0.0000,,2558,,,2558,true,true,"engine=llm mode=grounded model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: category ok, component ""database"" != ""migration-job""; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp)",isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,1,database
F1,F1-r3-C1-llm-freeform,aks,C1,2026-05-22T18:45:30Z,,,0,0,,0.6667,1.0000,,2558,,,2558,true,true,engine=llm mode=freeform model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: component+category ok but no valid evidence reference; diagnosis cites no evidence: treated as fully unsupported; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,0,database migration script
F1,F1-r3-C2-rule-grounded,aks,C2,2026-05-22T18:45:30Z,,,1,1,,0.6667,0.0000,,2558,,,2558,true,true,engine=rule mode=grounded; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,,,,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,1,migration-job
F1,F1-r3-C2-llm-grounded,aks,C2,2026-05-22T18:45:30Z,,,0,0,,0.6667,0.0000,,2558,,,2558,true,true,"engine=llm mode=grounded model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: category ok, component ""database"" != ""migration-job""; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp)",isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,1,database
F1,F1-r3-C2-llm-freeform,aks,C2,2026-05-22T18:45:30Z,,,0,0,,0.6667,1.0000,,2558,,,2558,true,true,engine=llm mode=freeform model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: component+category ok but no valid evidence reference; diagnosis cites no evidence: treated as fully unsupported; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,0,database migration script
F1,F1-r3-C3-rule-grounded,aks,C3,2026-05-22T18:45:30Z,,,1,1,,0.6667,0.0000,,2558,,,2558,true,true,engine=rule mode=grounded; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,,,,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,1,migration-job
F1,F1-r3-C3-llm-grounded,aks,C3,2026-05-22T18:45:30Z,,,0,0,,0.6667,0.0000,,2558,,,2558,true,true,engine=llm mode=grounded model=gpt-4o-mini; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,1,database
F1,F1-r3-C3-llm-freeform,aks,C3,2026-05-22T18:45:30Z,,,0,0,,0.6667,1.0000,,2558,,,2558,true,true,engine=llm mode=freeform model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: component+category ok but no valid evidence reference; diagnosis cites no evidence: treated as fully unsupported; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,0,database migration script
F1,F1-r3-C4-rule-grounded,aks,C4,2026-05-22T18:45:30Z,,,1,1,,0.6667,0.0000,,2558,,,2558,true,true,engine=rule mode=grounded; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,,,,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,1,migration-job
F1,F1-r3-C4-llm-grounded,aks,C4,2026-05-22T18:45:30Z,,,1,1,,0.6667,0.0000,,2558,,,2558,true,true,engine=llm mode=grounded model=gpt-4o-mini; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,1,database migration
F1,F1-r3-C4-llm-freeform,aks,C4,2026-05-22T18:45:30Z,,,0,0,,0.6667,1.0000,,2558,,,2558,true,true,engine=llm mode=freeform model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: component+category ok but no valid evidence reference; diagnosis cites no evidence: treated as fully unsupported; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,0,database migration script
F1,F1-r3-C5-rule-grounded,aks,C5,2026-05-22T18:45:30Z,,,1,1,,0.6667,0.0000,,2558,,,2558,true,true,engine=rule mode=grounded; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,,,,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,1,migration-job
F1,F1-r3-C5-llm-grounded,aks,C5,2026-05-22T18:45:30Z,,,1,1,,0.6667,0.0000,,2558,,,2558,true,true,engine=llm mode=grounded model=gpt-4o-mini; single-hypothesis engine: top3==top1; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,1,database migration
F1,F1-r3-C5-llm-freeform,aks,C5,2026-05-22T18:45:30Z,,,0,0,,0.6667,1.0000,,2558,,,2558,true,true,engine=llm mode=freeform model=gpt-4o-mini; single-hypothesis engine: top3==top1; partial: component+category ok but no valid evidence reference; diagnosis cites no evidence: treated as fully unsupported; missing expected evidence types: TestResult; MTTD not in FailureReport (no operator diagnosis timestamp),isolated,gpt-4o-mini-2024-07-18,api.openai.com,0,testagentdevops.azurecr.io/preview-operator@sha256:88cd767f41c07f0eb65d85ea0d95f543926d07839f373b099dbb1c1d591a3a30,2e81a648c3244c276dc3d58821a01e61d536901e,2026-05-22T18:45:30Z,0,database migration script
